Segment,Start,End,NGS_read_count
AF389115.1,1817,1977,9
AF389115.1,1827,2099,3
AF389115.1,182,2144,89
AF389115.1,183,2048,1
AF389115.1,1840,1952,10
AF389115.1,1847,2202,2
AF389115.1,1865,1899,3
AF389115.1,1866,1894,1
AF389115.1,187,1634,9
AF389115.1,1885,1989,5
AF389115.1,188,2071,1
AF389115.1,188,604,1
AF389115.1,1894,2027,9
AF389115.1,1899,2095,4
AF389115.1,191,2006,5
AF389115.1,191,2053,1
AF389115.1,191,2077,5
AF389115.1,191,2152,2
AF389115.1,1920,1946,2
AF389115.1,1927,2026,1
AF389115.1,1928,2032,22
AF389115.1,1930,1990,31
AF389115.1,1947,2200,1
AF389115.1,195,2040,9
AF389115.1,1962,2117,1
AF389115.1,1964,2169,9
AF389115.1,1965,2020,7
AF389115.1,1966,2190,4
AF389115.1,1979,2106,1
AF389115.1,1982,2212,6
AF389115.1,1986,2118,1
AF389115.1,198,2157,13
AF389115.1,2009,2074,1
AF389115.1,2011,2146,8
AF389115.1,2019,2137,5
AF389115.1,2023,2065,1
AF389115.1,2026,2078,8
AF389115.1,202,1977,2
AF389115.1,2030,2100,19
AF389115.1,2034,2083,5
AF389115.1,2038,2073,3
AF389115.1,2039,2083,13
AF389115.1,2039,2088,39
AF389115.1,2039,2185,13
AF389115.1,2042,2087,1
AF389115.1,2045,2082,22
AF389115.1,2045,2120,2
AF389115.1,2053,2153,17
AF389115.1,2056,2086,5
AF389115.1,2057,2102,62
AF389115.1,2057,2168,19
AF389115.1,2059,2191,1
AF389115.1,2060,2135,6
AF389115.1,2061,2131,46
AF389115.1,2064,2156,1
AF389115.1,2065,2147,2
AF389115.1,2073,2193,7
AF389115.1,2075,2117,2
AF389115.1,2081,2120,3
AF389115.1,2094,2151,24
AF389115.1,210,2008,2
AF389115.1,211,1926,1
AF389115.1,2121,2154,1
AF389115.1,2123,2212,12
AF389115.1,2128,2191,1
AF389115.1,212,2136,10
AF389115.1,2130,2165,1
AF389115.1,213,2027,1
AF389115.1,2143,2210,2
AF389115.1,2145,2300,2
AF389115.1,215,1955,14
AF389115.1,216,2018,7
AF389115.1,216,240,5
AF389115.1,2186,2217,3
AF389115.1,218,2049,1
AF389115.1,220,1840,1
AF389115.1,220,1951,1
AF389115.1,220,2027,3
AF389115.1,220,2096,1
AF389115.1,221,2067,2
AF389115.1,221,2135,3
AF389115.1,222,1961,1
AF389115.1,222,2137,2
AF389115.1,223,2135,2
AF389115.1,224,2138,1618
AF389115.1,224,2186,4
AF389115.1,225,2139,5
AF389115.1,229,1899,1
AF389115.1,231,2112,10
AF389115.1,232,1991,32
AF389115.1,232,476,1
AF389115.1,243,1839,14
AF389115.1,243,1965,1
AF389115.1,246,1139,3
AF389115.1,246,2172,5
AF389115.1,247,2000,7
AF389115.1,249,2215,2
AF389115.1,251,2012,4
AF389115.1,252,1395,2
AF389115.1,258,1777,9
AF389115.1,258,2003,7
AF389115.1,264,1380,7
AF389115.1,264,1925,1
AF389115.1,264,2080,13
AF389115.1,269,1936,16
AF389115.1,269,342,11
AF389115.1,273,1917,1
AF389115.1,274,1921,1
AF389115.1,274,1940,22
AF389115.1,274,1946,99
AF389115.1,275,1964,17
AF389115.1,276,1992,6
AF389115.1,277,1814,2
AF389115.1,277,788,6
AF389115.1,278,2117,2
AF389115.1,280,1924,31
AF389115.1,285,1688,45
AF389115.1,286,1958,84
AF389115.1,290,2140,3
AF389115.1,292,1726,1
AF389115.1,293,1760,18
AF389115.1,294,2086,5
AF389115.1,295,343,100
AF389115.1,297,1636,3
AF389115.1,298,1951,1
AF389115.1,298,1952,14
AF389115.1,300,2230,4
AF389115.1,303,1933,6
AF389115.1,306,2175,2
AF389115.1,307,1932,12
AF389115.1,309,2096,6
AF389115.1,328,1969,3
AF389115.1,333,1658,7
AF389115.1,336,1685,6
AF389115.1,338,2165,1
AF389115.1,342,1793,2
AF389115.1,346,2007,24
AF389115.1,350,2165,1
AF389115.1,350,607,1
AF389115.1,351,1735,11
AF389115.1,353,1772,11
AF389115.1,353,1807,4
AF389115.1,354,1889,3
AF389115.1,362,439,1
AF389115.1,400,2010,1
AF389115.1,402,2012,1
AF389115.1,414,504,1
AF389115.1,415,1654,1
AF389115.1,425,2028,1
AF389115.1,431,1768,16
AF389115.1,436,1762,104
AF389115.1,438,1158,1
AF389115.1,438,2025,1
AF389115.1,438,2055,1
AF389115.1,438,2117,1
AF389115.1,438,2145,1
AF389115.1,438,2165,3
AF389115.1,440,2012,1
AF389115.1,449,1807,2
AF389115.1,451,1768,5
AF389115.1,460,1196,1
AF389115.1,472,2165,1
AF389115.1,473,2145,2
AF389115.1,474,2109,1
AF389115.1,475,1655,1
AF389115.1,475,2167,1
AF389115.1,476,1699,1
AF389115.1,476,2046,2
AF389115.1,476,2120,1
AF389115.1,480,1815,3
AF389115.1,482,1739,2
AF389115.1,497,1792,7
AF389115.1,497,625,1
AF389115.1,507,553,1
AF389115.1,509,1960,1
AF389115.1,510,555,2
AF389115.1,512,1845,9
AF389115.1,522,1756,3
AF389115.1,534,1759,72
AF389115.1,534,1990,9
AF389115.1,547,1131,1
AF389115.1,547,1194,10
AF389115.1,547,1642,1
AF389115.1,549,1653,1
AF389115.1,568,1962,5
AF389115.1,576,2001,15
AF389115.1,586,1903,1
AF389115.1,586,2183,2
AF389115.1,589,1909,67
AF389115.1,589,635,1
AF389115.1,592,2020,16
AF389115.1,593,1967,4
AF389115.1,594,2191,3
AF389115.1,595,2130,3
AF389115.1,595,811,5
AF389115.1,595,835,1
AF389115.1,598,1952,1
AF389115.1,598,2045,1
AF389115.1,601,2191,6
AF389115.1,602,2018,1
AF389115.1,602,2130,153
AF389115.1,603,1676,5
AF389115.1,604,1763,10
AF389115.1,606,1823,8
AF389115.1,607,683,2
AF389115.1,609,2027,3
AF389115.1,611,769,59
AF389115.1,612,770,1
AF389115.1,613,1619,17
AF389115.1,613,2109,24
AF389115.1,616,726,2
AF389115.1,618,1913,7
AF389115.1,625,2032,5
AF389115.1,626,683,3
AF389115.1,627,1931,230
AF389115.1,627,1990,360
AF389115.1,627,660,1
AF389115.1,629,1992,20
AF389115.1,632,1861,1
AF389115.1,636,1645,22
AF389115.1,642,1621,4
AF389115.1,653,1950,12
AF389115.1,654,2189,25
AF389115.1,655,2027,1
AF389115.1,657,1967,5
AF389115.1,657,2190,2
AF389115.1,660,1940,1
AF389115.1,660,2167,15
AF389115.1,661,1699,12
AF389115.1,661,2082,5
AF389115.1,666,2094,12
AF389115.1,667,1867,8
AF389115.1,674,1553,3
AF389115.1,677,1170,2
AF389115.1,681,1932,35
AF389115.1,681,2113,13
AF389115.1,682,1989,7
AF389115.1,686,2028,11
AF389115.1,688,1809,1
AF389115.1,691,1180,5
AF389115.1,692,2046,5
AF389115.1,696,1009,1
AF389115.1,728,1936,22
AF389115.1,730,1860,14
AF389115.1,734,2024,8
AF389115.1,739,1961,15
AF389115.1,739,783,3
AF389115.1,742,825,21
AF389115.1,746,815,1
AF389115.1,748,2121,2
AF389115.1,749,1842,14
AF389115.1,749,1853,10
AF389115.1,754,1602,16
AF389115.1,758,923,1
AF389115.1,759,1418,15
AF389115.1,759,1521,2
AF389115.1,759,1994,7
AF389115.1,773,1954,13
AF389115.1,779,1482,3
AF389115.1,780,1946,1
AF389115.1,780,1951,25
AF389115.1,780,1978,7
AF389115.1,784,1374,1
AF389115.1,784,1921,5
AF389115.1,785,1964,28
AF389115.1,796,1696,1
AF389115.1,802,2166,1
AF389115.1,802,838,1
AF389115.1,804,1850,16
AF389115.1,812,1421,8
AF389115.1,814,1924,8
AF389115.1,814,1940,7
AF389115.1,815,1902,1
AF389115.1,815,840,2
AF389115.1,816,1807,1
AF389115.1,816,1900,17
AF389115.1,824,1934,2
AF389115.1,830,1950,186
AF389115.1,831,1951,30
AF389115.1,837,1822,1
AF389115.1,840,2000,1
AF389115.1,842,1925,4
AF389115.1,867,2053,8
AF389115.1,873,2089,9
AF389115.1,874,2187,14
AF389115.1,878,1948,3
AF389115.1,878,2221,2
AF389115.1,879,1847,6
AF389115.1,879,2201,1
AF389115.1,881,934,1
AF389115.1,882,2013,4
AF389115.1,884,1870,17
AF389115.1,887,2150,1
AF389115.1,888,1869,54
AF389115.1,888,2077,7
AF389115.1,891,2027,5
AF389115.1,893,1861,3
AF389115.1,893,1872,17
AF389115.1,895,1921,1
AF389115.1,896,1413,1
AF389115.1,896,1851,9
AF389115.1,900,1009,2
AF389115.1,917,1856,9
AF389115.1,930,1026,1
AF389115.1,930,1696,1
AF389115.1,932,1696,1
AF389115.1,932,1731,8
AF389115.1,932,1989,1
AF389115.1,933,1765,1
AF389115.1,936,1833,29
AF389115.1,938,1871,7
AF389115.1,938,2067,1
AF389115.1,942,1114,4
AF389115.1,942,2019,11
AF389115.1,944,2156,5
AF389115.1,945,1912,33
AF389115.1,945,2172,15
AF389115.1,946,2213,12
AF389115.1,949,1898,2
AF389115.1,950,1822,1
AF389115.1,952,2222,8
AF389115.1,954,1843,11
AF389115.1,954,1955,2
AF389115.1,966,2194,5
AF389115.1,972,1738,2
AF389115.1,976,1854,3
AF389115.1,983,1939,6
AF389115.1,983,1945,15
AF389115.1,983,1968,9
AF389115.1,984,1758,7
AF389115.1,991,1934,1
AF389115.1,998,1958,6
AF389116.1,1000,1457,2
AF389116.1,1013,1925,6
AF389116.1,1013,1981,4
AF389116.1,1018,2196,1
AF389116.1,1022,2182,2
AF389116.1,1025,1979,8
AF389116.1,1030,1069,2
AF389116.1,1030,1863,10
AF389116.1,103,212,1
AF389116.1,1055,1095,1
AF389116.1,1069,1864,9
AF389116.1,1073,1098,1
AF389116.1,1080,1574,2
AF389116.1,1087,1421,1
AF389116.1,1095,1117,1
AF389116.1,1107,2243,2
AF389116.1,1111,1998,4
AF389116.1,1114,1702,1
AF389116.1,1121,1417,1
AF389116.1,112,2080,2
AF389116.1,113,2129,1
AF389116.1,114,2204,4
AF389116.1,1157,2214,6
AF389116.1,116,152,1
AF389116.1,1171,1952,40
AF389116.1,1174,2213,2
AF389116.1,1189,2146,7
AF389116.1,1189,2241,10
AF389116.1,1192,1376,20
AF389116.1,1194,1939,3
AF389116.1,1200,1286,1
AF389116.1,1201,2161,2
AF389116.1,1202,2162,1
AF389116.1,121,2118,19
AF389116.1,1222,2156,1
AF389116.1,1226,1793,1
AF389116.1,1226,1855,3
AF389116.1,1227,2105,5
AF389116.1,1229,1386,2
AF389116.1,1234,2211,8
AF389116.1,1238,1914,3
AF389116.1,1266,1456,2
AF389116.1,1274,1970,3
AF389116.1,1275,1302,1
AF389116.1,1308,1950,1
AF389116.1,1338,2171,4
AF389116.1,1341,2157,4
AF389116.1,134,2168,3
AF389116.1,1374,2213,1
AF389116.1,137,2129,23
AF389116.1,137,2177,1
AF389116.1,138,201,7
AF389116.1,138,207,6
AF389116.1,1394,1595,8
AF389116.1,139,1897,1
AF389116.1,1416,1442,1
AF389116.1,1431,1914,1
AF389116.1,1433,1655,1
AF389116.1,1433,1795,1
AF389116.1,1434,1507,1
AF389116.1,1434,1568,1
AF389116.1,1434,2004,1
AF389116.1,144,2103,1
AF389116.1,1452,1944,19
AF389116.1,1455,1785,1
AF389116.1,145,2179,1
AF389116.1,147,2080,3
AF389116.1,1483,1867,1
AF389116.1,1483,2144,2
AF389116.1,1485,1553,1
AF389116.1,1490,2101,18
AF389116.1,1491,1697,1
AF389116.1,1542,1924,4
AF389116.1,154,1613,9
AF389116.1,154,1648,1
AF389116.1,1552,1977,1
AF389116.1,1566,2100,5
AF389116.1,157,461,3
AF389116.1,159,1693,2
AF389116.1,160,2110,2
AF389116.1,160,2115,6
AF389116.1,161,1790,1
AF389116.1,162,1256,1
AF389116.1,162,2110,1
AF389116.1,162,2129,1
AF389116.1,162,2132,1
AF389116.1,163,2088,2
AF389116.1,1649,1980,8
AF389116.1,164,1723,36
AF389116.1,164,196,1
AF389116.1,166,2047,2
AF389116.1,1679,2138,1
AF389116.1,167,191,2
AF389116.1,167,2037,1
AF389116.1,167,2054,3
AF389116.1,168,2130,2
AF389116.1,171,2092,9
AF389116.1,174,2110,5
AF389116.1,1758,1934,10
AF389116.1,1766,1866,2
AF389116.1,177,2144,1
AF389116.1,1794,2103,3
AF389116.1,1797,1976,6
AF389116.1,180,1991,1
AF389116.1,180,2081,3
AF389116.1,1834,2039,4
AF389116.1,183,1767,7
AF389116.1,184,1867,2
AF389116.1,1852,1909,31
AF389116.1,185,2021,1
AF389116.1,185,2033,1
AF389116.1,185,296,5
AF389116.1,1862,1909,2
AF389116.1,1868,1900,1
AF389116.1,186,2146,2
AF389116.1,1870,1938,1
AF389116.1,1872,1960,12
AF389116.1,1872,1963,5
AF389116.1,1877,1958,2
AF389116.1,1877,1961,5
AF389116.1,187,2090,2
AF389116.1,187,2115,2
AF389116.1,1897,1948,4
AF389116.1,189,1978,2
AF389116.1,189,2113,2
AF389116.1,190,1548,4
AF389116.1,190,1875,7
AF389116.1,190,360,1
AF389116.1,1912,2055,1
AF389116.1,191,1790,2
AF389116.1,1926,2088,1
AF389116.1,192,1592,7
AF389116.1,192,1808,1
AF389116.1,192,1922,1
AF389116.1,192,2002,2
AF389116.1,192,2016,1
AF389116.1,193,1309,13
AF389116.1,193,2031,2
AF389116.1,193,2086,1
AF389116.1,195,1475,1
AF389116.1,195,1826,1
AF389116.1,195,2014,10
AF389116.1,195,2033,810
AF389116.1,195,2054,1
AF389116.1,195,2129,11
AF389116.1,1963,2001,5
AF389116.1,196,1623,1
AF389116.1,196,1986,8
AF389116.1,196,2012,1
AF389116.1,196,2124,1
AF389116.1,197,2035,1
AF389116.1,1985,2030,10
AF389116.1,1985,2031,516
AF389116.1,1985,2032,17
AF389116.1,1985,2033,15
AF389116.1,198,2005,3
AF389116.1,1994,2071,14
AF389116.1,1996,2167,1
AF389116.1,199,1971,2
AF389116.1,199,2094,4
AF389116.1,2000,2202,1
AF389116.1,2002,2103,5
AF389116.1,200,2072,3
AF389116.1,2010,2054,2
AF389116.1,202,1898,3
AF389116.1,202,2080,3
AF389116.1,2049,2098,9
AF389116.1,2050,2099,1
AF389116.1,2060,2110,13
AF389116.1,2069,2099,1
AF389116.1,2076,2110,5
AF389116.1,2079,2128,1
AF389116.1,207,2109,3
AF389116.1,2084,2129,6
AF389116.1,2088,2114,10
AF389116.1,208,2006,1
AF389116.1,209,2089,2
AF389116.1,210,2024,6
AF389116.1,211,1604,19
AF389116.1,211,2173,2
AF389116.1,2128,2158,14
AF389116.1,212,1550,6
AF389116.1,2220,2257,1
AF389116.1,2221,2265,1
AF389116.1,226,2263,1
AF389116.1,229,2194,1
AF389116.1,233,1911,36
AF389116.1,239,340,1
AF389116.1,240,1978,9
AF389116.1,243,1277,3
AF389116.1,246,1535,4
AF389116.1,246,2008,8
AF389116.1,252,2147,1
AF389116.1,253,2071,18
AF389116.1,254,2057,16
AF389116.1,255,1940,1
AF389116.1,257,1638,5
AF389116.1,259,2084,2
AF389116.1,260,1898,7
AF389116.1,260,1972,49
AF389116.1,260,2021,2
AF389116.1,261,1691,1
AF389116.1,261,1829,6
AF389116.1,261,1972,1
AF389116.1,261,2246,1
AF389116.1,261,289,15
AF389116.1,263,2022,1
AF389116.1,266,1692,1
AF389116.1,266,1864,1
AF389116.1,266,1957,1
AF389116.1,266,2022,1
AF389116.1,266,2051,3
AF389116.1,268,1531,1
AF389116.1,268,1898,45
AF389116.1,268,2005,2
AF389116.1,268,2049,294
AF389116.1,268,474,1
AF389116.1,268,870,1
AF389116.1,269,1062,1
AF389116.1,269,1949,5
AF389116.1,269,2014,2
AF389116.1,269,2054,1701
AF389116.1,269,2129,1
AF389116.1,269,312,7
AF389116.1,270,2046,5
AF389116.1,270,2055,1
AF389116.1,270,2109,2
AF389116.1,271,2050,4
AF389116.1,273,1534,3
AF389116.1,279,1949,6
AF389116.1,279,2056,2
AF389116.1,283,2053,10
AF389116.1,283,2109,5
AF389116.1,284,1973,8
AF389116.1,284,1997,4
AF389116.1,287,1876,8
AF389116.1,288,1928,4
AF389116.1,293,1603,9
AF389116.1,299,1857,60
AF389116.1,299,1896,29
AF389116.1,299,2036,2
AF389116.1,301,2023,10
AF389116.1,303,1905,5
AF389116.1,305,867,1
AF389116.1,311,2051,12
AF389116.1,313,2174,2
AF389116.1,314,1958,6
AF389116.1,314,2068,8
AF389116.1,316,1245,3
AF389116.1,316,1868,7
AF389116.1,316,1941,1
AF389116.1,316,1945,6
AF389116.1,317,1450,6
AF389116.1,322,2047,5
AF389116.1,325,1822,29
AF389116.1,325,350,12
AF389116.1,327,1898,2
AF389116.1,333,1982,6
AF389116.1,338,1988,12
AF389116.1,338,2118,24
AF389116.1,339,2055,20
AF389116.1,339,2056,1
AF389116.1,339,702,1
AF389116.1,340,1991,1
AF389116.1,341,2055,1
AF389116.1,345,1898,161
AF389116.1,345,1959,8
AF389116.1,346,1899,1
AF389116.1,346,1942,7
AF389116.1,347,1898,14
AF389116.1,349,1601,2
AF389116.1,349,1959,5
AF389116.1,350,1897,23
AF389116.1,351,2077,7
AF389116.1,360,1880,9
AF389116.1,363,2176,3
AF389116.1,364,1899,2
AF389116.1,368,1679,3
AF389116.1,370,1898,9
AF389116.1,371,1897,8
AF389116.1,371,1906,1
AF389116.1,373,1860,5
AF389116.1,373,1869,9
AF389116.1,375,1901,5
AF389116.1,375,1922,3
AF389116.1,375,2056,1
AF389116.1,380,1898,11
AF389116.1,380,1959,9
AF389116.1,381,1928,7
AF389116.1,381,2030,172
AF389116.1,381,2071,33
AF389116.1,383,1897,9
AF389116.1,390,2103,4
AF389116.1,397,2058,3
AF389116.1,404,1841,1
AF389116.1,406,2143,7
AF389116.1,409,1898,6
AF389116.1,410,1775,99
AF389116.1,411,1900,14
AF389116.1,412,1899,1
AF389116.1,412,1990,8
AF389116.1,413,1897,105
AF389116.1,420,1791,8
AF389116.1,421,1779,1
AF389116.1,421,1900,1
AF389116.1,422,1898,3
AF389116.1,426,1835,1
AF389116.1,426,1898,18
AF389116.1,428,1898,6
AF389116.1,430,2144,2
AF389116.1,430,469,2
AF389116.1,432,1724,6
AF389116.1,434,1966,3
AF389116.1,436,1743,1
AF389116.1,436,1826,1
AF389116.1,437,1904,16
AF389116.1,438,1003,1
AF389116.1,438,1828,722
AF389116.1,445,1631,3
AF389116.1,445,2106,8
AF389116.1,446,1903,13
AF389116.1,449,1980,1
AF389116.1,450,1969,1
AF389116.1,451,1545,7
AF389116.1,453,691,3
AF389116.1,457,1966,4
AF389116.1,457,986,6
AF389116.1,458,1536,5
AF389116.1,45,79,4
AF389116.1,464,1803,11
AF389116.1,464,1876,10
AF389116.1,464,705,1
AF389116.1,469,2034,1
AF389116.1,469,2145,7
AF389116.1,471,1899,10
AF389116.1,472,1853,5
AF389116.1,475,1679,1
AF389116.1,475,2137,5
AF389116.1,484,2098,2
AF389116.1,484,511,1
AF389116.1,485,539,1
AF389116.1,487,1666,3
AF389116.1,501,1879,5
AF389116.1,502,2070,10
AF389116.1,506,1572,5
AF389116.1,507,1789,10
AF389116.1,507,2156,7
AF389116.1,511,1810,5
AF389116.1,511,1837,1
AF389116.1,511,1900,2
AF389116.1,512,1761,1
AF389116.1,512,2002,2
AF389116.1,512,2176,1
AF389116.1,515,577,1
AF389116.1,526,1625,1
AF389116.1,526,1701,4
AF389116.1,531,1722,13
AF389116.1,531,1896,8
AF389116.1,532,1707,5
AF389116.1,532,1877,5
AF389116.1,535,1631,2
AF389116.1,53,77,1
AF389116.1,544,2062,7
AF389116.1,545,1597,2
AF389116.1,546,1643,19
AF389116.1,548,1947,43
AF389116.1,548,2059,4
AF389116.1,548,2083,7
AF389116.1,54,77,307
AF389116.1,55,80,1
AF389116.1,563,1865,34
AF389116.1,566,2157,3
AF389116.1,578,1495,5
AF389116.1,581,1897,3
AF389116.1,583,1812,7
AF389116.1,58,2114,2
AF389116.1,59,97,5
AF389116.1,602,1712,6
AF389116.1,603,1569,3
AF389116.1,604,1723,1
AF389116.1,606,1747,40
AF389116.1,606,1951,3
AF389116.1,608,1828,6
AF389116.1,625,1631,3
AF389116.1,626,1648,11
AF389116.1,628,945,7
AF389116.1,631,1120,1
AF389116.1,636,1418,1
AF389116.1,636,1486,9
AF389116.1,638,1951,2
AF389116.1,643,1581,26
AF389116.1,660,1376,4
AF389116.1,662,1939,8
AF389116.1,665,1950,9
AF389116.1,669,2001,1
AF389116.1,671,2226,1
AF389116.1,672,1851,3
AF389116.1,672,2070,1
AF389116.1,672,808,1
AF389116.1,674,1607,6
AF389116.1,700,1949,1
AF389116.1,702,1607,31
AF389116.1,705,1952,1
AF389116.1,709,2149,5
AF389116.1,711,1984,7
AF389116.1,712,2097,5
AF389116.1,716,1708,4
AF389116.1,716,2202,4
AF389116.1,718,1610,1
AF389116.1,718,2103,10
AF389116.1,727,2156,2
AF389116.1,728,1867,15
AF389116.1,736,1606,9
AF389116.1,736,1881,1
AF389116.1,738,1419,1
AF389116.1,73,101,2
AF389116.1,740,1808,30
AF389116.1,748,1806,1
AF389116.1,752,2010,12
AF389116.1,753,1900,2
AF389116.1,754,1905,36
AF389116.1,761,1620,1
AF389116.1,768,1625,28
AF389116.1,779,2004,1
AF389116.1,77,2221,2
AF389116.1,790,881,2
AF389116.1,798,1909,1
AF389116.1,802,875,3
AF389116.1,808,2071,10
AF389116.1,812,1100,1
AF389116.1,817,1075,1
AF389116.1,829,1951,3
AF389116.1,832,1923,15
AF389116.1,841,1692,1
AF389116.1,85,464,4
AF389116.1,910,1308,2
AF389116.1,910,1592,2
AF389116.1,937,1808,2
AF389116.1,949,1816,3
AF389116.1,952,1548,1
AF389116.1,952,1992,3
AF389116.1,953,2225,16
AF389116.1,970,1356,1
AF389116.1,986,1927,2
AF389117.1,1022,1092,2
AF389117.1,1044,2093,22
AF389117.1,1071,2098,3
AF389117.1,1072,1585,1
AF389117.1,1080,2101,3
AF389117.1,1081,1665,1
AF389117.1,1082,1656,1
AF389117.1,1095,1620,4
AF389117.1,1107,2090,10
AF389117.1,1129,2062,1
AF389117.1,1130,2081,2
AF389117.1,1144,1726,2
AF389117.1,116,2070,2
AF389117.1,1175,1427,1
AF389117.1,1176,1648,1
AF389117.1,1201,2094,3
AF389117.1,120,1886,9
AF389117.1,120,1990,1
AF389117.1,120,2027,5
