Segment,Start,End,NGS_read_count
HA,678,1519,1
HA,681,1241,2
HA,682,1233,2
HA,685,1215,1
HA,686,708,2
HA,686,972,2
HA,687,1382,2
HA,694,1516,1
HA,696,1518,1
HA,710,975,1
HA,720,1302,1
HA,744,955,1
HA,745,1258,1
HA,750,1077,13
HA,758,1519,2
HA,761,1400,4
HA,762,972,8
HA,776,830,8
HA,788,1325,1
HA,792,877,3
HA,795,932,2
HA,808,852,16
HA,810,1067,1
HA,811,856,1
HA,820,853,17
HA,821,1421,2
HA,834,950,3
HA,867,928,2
HA,876,921,2
HA,881,1623,1
HA,893,1014,1
HA,908,1063,1
HA,93,159,8
HA,940,1442,2
HA,944,1470,2
HA,95,455,2
HA,964,1734,1
HA,98,777,1
M,109,265,1
M,109,405,2
M,153,634,1
M,156,305,2
M,167,247,1
M,185,423,1
M,186,247,2
M,188,390,1
M,189,308,2
M,194,396,91
M,201,394,29
M,205,923,2
M,208,638,1
M,216,396,7
M,218,391,1
M,231,267,2
M,250,747,2
M,263,537,2
M,268,368,14
M,268,464,2
M,268,509,1
M,268,640,1
M,269,510,1
M,273,601,2
M,273,675,3
M,277,687,6
M,280,636,4
M,287,754,1
M,288,977,2
M,291,377,2
M,291,382,3
M,305,703,2
M,315,374,1
M,325,644,3
M,333,363,2
M,333,480,1
M,341,522,1
M,368,637,1
M,368,641,3
M,375,517,15
M,389,573,1
M,389,626,1
M,391,649,9
M,391,670,2
M,396,439,9
M,406,659,11
M,409,659,7
M,413,659,2
M,426,643,12
M,426,658,4
M,431,663,2
M,433,515,1
M,433,637,2
M,433,670,1
M,434,659,33
M,435,660,1
M,447,538,1
M,466,884,1
M,472,533,2
M,472,587,1
M,476,900,2
M,478,584,2
M,488,527,2
M,498,857,3
M,512,663,1
M,551,639,2
M,576,658,2
M,592,625,11
M,593,629,13
M,599,625,4
M,600,622,2
M,688,913,2
M,697,771,1
M,713,753,3
M,742,790,1
M,748,803,9
M,93,472,1
M,97,270,1
M,97,748,2
M,99,134,8
NA,1007,1043,14
NA,1017,1067,2
NA,101,375,1
NA,1025,1060,1
NA,1036,1063,9
NA,1038,1070,1
NA,1038,1078,2
NA,112,857,2
NA,114,1093,7
NA,117,478,2
NA,1185,1224,4
NA,121,283,1
NA,121,860,1
NA,1223,1350,1
NA,123,371,2
NA,1246,1327,4
NA,126,152,1
NA,126,197,2
NA,134,1371,2
NA,141,1052,2
NA,142,186,1
NA,144,1235,2
NA,151,625,28
NA,158,202,2
NA,163,652,2
NA,171,1231,30
NA,171,1308,3
NA,172,1309,654
NA,172,236,2
NA,173,692,10
NA,175,1042,2
NA,184,1274,51
NA,186,1211,14
NA,188,1285,1
NA,189,1226,6
NA,195,1324,68
NA,202,270,2
NA,203,956,2
NA,226,1398,1
NA,233,1259,29
NA,243,904,3
NA,258,381,6
NA,258,554,2
NA,260,1243,1
NA,260,437,2
NA,260,566,1
NA,262,1220,2
NA,269,764,1
NA,270,1016,2
NA,272,562,2
NA,275,1060,9
NA,281,1069,3
NA,283,1032,2
NA,284,1166,2
NA,290,1196,150
NA,293,903,1
NA,297,564,3
NA,299,1182,2
NA,300,990,1
NA,303,698,2
NA,303,884,2
NA,305,1327,1
NA,318,1067,2
NA,323,419,1
NA,324,453,1
NA,325,1087,1
NA,325,758,2
NA,327,635,2
NA,327,770,4
NA,329,371,2
NA,333,1158,6
NA,334,535,3
NA,334,698,2
NA,336,1205,56
NA,340,1198,19
NA,346,560,2
NA,346,989,1
NA,348,472,1
NA,353,951,6
NA,363,1112,2
NA,364,500,3
NA,366,497,2
NA,367,978,1
NA,368,1061,2
NA,375,1283,72
NA,380,554,1
NA,381,984,3
NA,387,1056,37
NA,394,478,5
NA,413,1139,3
NA,415,985,2
NA,420,1131,8
NA,432,958,2
NA,432,982,1
NA,446,512,2
NA,450,534,1
NA,452,477,1
NA,456,932,2
NA,457,495,1
NA,468,1103,7
NA,468,1124,1
NA,470,1017,1
NA,484,998,3
NA,491,525,5
NA,511,1115,1
NA,513,1077,2
NA,515,1064,7
NA,525,1110,17
NA,560,1134,2
NA,564,836,2
NA,580,870,1
NA,581,930,1
NA,583,1210,1
NA,605,1190,130
NA,608,1059,2
NA,609,1141,1
NA,615,850,3
NA,626,657,2
NA,626,746,1
NA,630,876,1
NA,632,1021,3
NA,643,894,4
NA,659,1002,1
NA,672,1035,3
NA,682,1189,2
NA,701,858,2
NA,701,928,3
NA,724,1336,1
NA,72,692,1
NA,730,1090,3
NA,731,1074,6
NA,731,1176,4
NA,742,937,1
NA,784,840,2
NA,785,1061,1
NA,806,1325,9
NA,80,616,2
NA,81,1224,4
NA,836,863,1
NA,863,916,1
NA,875,1050,1
NA,876,1151,1
NA,879,1020,1
NA,881,1212,1
NA,887,1065,1
NA,900,1140,1
NA,910,1023,1
NA,910,942,1
NA,911,1115,1
NA,924,1241,1
NA,925,1008,1
NA,925,1035,2
NA,927,1009,11
NA,931,1024,5
NA,931,993,2
NA,935,1027,2
NA,957,1005,3
NA,957,982,1
NA,964,992,1
NA,99,569,2
NP,1029,1121,2
NP,1034,1116,1
NP,1042,1277,2
NP,1101,1159,3
NP,1109,1167,4
NP,1120,1313,2
NP,1142,1210,1
NP,1144,1373,2
NP,1145,1180,2
NP,1148,1327,2
NP,1176,1296,2
NP,117,763,1
NP,1185,1230,5
NP,1197,1260,1
NP,1197,1278,2
NP,1209,1303,1
NP,120,476,2
NP,122,913,1
NP,1244,1301,1
NP,1328,1463,2
NP,1333,1404,6
NP,1366,1389,3
NP,139,323,1
NP,139,640,2
NP,139,894,2
NP,142,323,3
NP,1441,1488,3
NP,144,993,5
NP,145,900,2
NP,147,1040,1
NP,148,781,2
NP,151,450,2
NP,153,739,9
NP,154,1107,2
NP,158,1036,2
NP,158,1114,2
NP,163,327,1
NP,164,1104,2
NP,164,787,2
NP,165,1079,1
NP,166,355,6
NP,167,258,4
NP,167,573,1
NP,171,1087,2
NP,179,1148,3
NP,179,680,1
NP,180,1221,2
NP,182,1026,2
NP,188,1428,1
NP,199,1413,2
NP,200,1403,2
NP,201,277,4
NP,202,1414,430
NP,205,1403,2
NP,210,272,8
NP,217,1394,10
NP,222,643,1
NP,227,1152,10
NP,232,1130,4
NP,232,995,2
NP,233,368,2
NP,237,1403,1
NP,239,1128,1
NP,247,868,2
NP,251,421,3
NP,257,1186,4
NP,258,1426,94
NP,259,328,1
NP,262,1353,4
NP,264,1314,2
NP,265,751,2
NP,271,1391,7
NP,273,372,10
NP,275,1384,33
NP,277,1367,2
NP,280,1286,2
NP,280,1404,12
NP,291,1080,2
NP,300,361,4
NP,311,1367,2
NP,321,949,2
NP,325,643,1
NP,330,1368,9
NP,335,1011,1
NP,337,1071,1
NP,338,1012,2
NP,339,881,1
NP,340,529,1
NP,340,911,11
NP,343,642,2
NP,344,875,2
NP,344,907,1
NP,345,903,15
NP,348,1215,1
NP,350,1183,2
NP,351,919,1
NP,359,1236,2
NP,359,398,2
NP,362,1121,12
NP,368,391,2
NP,373,978,1
NP,378,1205,1
NP,378,1302,2
NP,378,644,1
NP,378,720,1
NP,378,722,6
NP,378,840,1
NP,378,883,5
NP,379,725,11
NP,380,1064,1
NP,380,1130,3
NP,384,1226,7
NP,387,1257,7
NP,387,701,2
NP,394,706,1
NP,395,1014,1
NP,396,803,3
NP,399,425,11
NP,399,839,2
NP,39,902,1
NP,400,1060,1
NP,405,1143,2
NP,405,1217,5
NP,405,475,2
NP,407,1205,1
NP,407,644,1
NP,409,903,1
NP,410,1485,1
NP,410,680,2
NP,413,1193,14
NP,414,1197,2
NP,419,1149,1
NP,419,1174,10
NP,41,768,1
NP,423,1090,2
NP,426,605,3
NP,434,1016,1
NP,442,515,2
NP,44,374,1
NP,451,1084,3
NP,458,1146,3
NP,483,1117,1
NP,487,604,2
NP,498,1069,2
NP,503,1024,3
NP,503,1089,2
NP,503,1140,1
NP,503,677,4
NP,505,1024,1
NP,506,643,1
NP,510,1097,3
NP,514,737,4
NP,515,1131,1
NP,515,825,1
NP,516,1044,2
NP,516,1143,2
NP,525,1460,1
NP,527,634,2
NP,532,1037,2
NP,533,1046,1
NP,534,662,2
NP,535,1034,2
NP,537,569,4
NP,538,809,1
NP,539,1108,1
NP,539,696,3
NP,53,902,3
NP,545,976,2
NP,549,1040,2
NP,549,831,2
NP,551,708,2
NP,555,1137,2
NP,559,1043,2
NP,55,626,1
NP,55,913,1
NP,561,784,1
NP,597,837,1
NP,608,723,2
NP,609,986,2
NP,617,1044,1
NP,621,939,2
NP,635,867,8
NP,644,795,2
NP,653,1075,2
NP,664,1018,2
NP,677,1037,1
NP,678,806,1
NP,679,1047,2
NP,68,678,6
NP,70,971,1
NP,711,1032,1
NP,723,790,2
NP,723,792,5
NP,724,797,1
NP,726,778,1
NP,727,758,1
NP,728,1370,1
NP,732,1122,1
NP,739,998,2
NP,758,804,1
NP,763,848,3
NP,769,1125,3
NP,770,1131,1
NP,771,1032,1
NP,776,884,2
NP,779,1040,5
NP,77,976,1
NP,785,912,3
NP,78,137,2
NP,804,1037,2
NP,804,923,4
NP,805,1087,1
NP,807,984,2
NP,814,962,2
NP,815,1227,2
NP,817,863,1
NP,828,1347,3
NP,838,1419,2
NP,83,325,17
NP,840,900,1
NP,850,1118,2
NP,854,1087,1
NP,876,981,2
NP,882,1205,1
NP,884,1077,1
NP,887,1199,1
NP,888,1414,2
NP,890,1149,1
NP,893,1203,2
NP,893,1205,6
NP,895,1070,1
NP,896,1146,1
NP,898,990,1
NP,900,1365,2
NP,901,1039,2
NP,902,1212,2
NP,910,1045,3
NP,914,1044,3
NP,915,944,3
NP,917,1092,1
NP,91,152,2
NP,921,943,2
NP,936,985,1
NP,938,1037,13
NP,938,968,1
NP,938,984,2
NP,938,991,11
NP,946,1084,1
NP,957,1149,1
NP,960,1135,1
NP,978,1087,1
NP,981,1038,18
NP,983,1031,1
NP,987,1156,4
NP,995,1203,1
NS,144,236,1
NS,154,176,1
NS,165,773,3
NS,183,749,2
NS,188,617,14
NS,200,395,1
NS,206,438,1
NS,207,320,2
NS,222,689,2
NS,226,538,10
NS,236,319,2
NS,240,339,1
NS,243,706,2
NS,246,496,4
NS,253,339,2
NS,253,544,4
NS,258,444,2
NS,258,672,2
NS,268,301,6
NS,270,838,2
NS,307,550,2
NS,309,513,10
NS,309,720,10
NS,330,542,1
NS,331,624,1
NS,337,800,2
NS,347,574,2
NS,349,752,1
NS,351,769,6
NS,356,523,1
NS,356,648,1
NS,357,383,2
NS,365,531,2
NS,366,532,2
NS,388,426,2
NS,392,472,1
NS,419,506,1
NS,462,536,2
NS,488,514,4
NS,553,622,1
NS,556,626,2
NS,557,631,2
NS,572,849,2
NS,664,832,2
NS,673,702,2
NS,699,731,8
NS,69,674,2
NS,734,761,1
NS,737,771,9
PA,1002,1929,1
PA,1004,2077,1
PA,1014,1058,1
PA,1016,1445,1
PA,1020,1906,1
PA,102,520,1
PA,1035,1136,2
PA,1036,1957,1
PA,1043,1998,1
PA,1045,1987,1
PA,1049,1623,2
PA,1062,1819,1
PA,1066,1302,1
PA,106,2067,4
PA,1070,1269,1
PA,1081,1414,1
PA,1090,1748,1
PA,1092,1216,2
PA,1096,1837,1
PA,109,2017,1
PA,109,616,2
PA,110,1866,3
PA,1111,1280,1
PA,111,1999,1
PA,1122,1974,1
PA,1130,1835,2
PA,1131,1608,5
PA,1132,1720,1
PA,1137,1981,3
PA,1143,1948,2
PA,1148,1218,1
PA,114,182,1
PA,1158,1458,1
PA,1160,1335,1
PA,1167,1886,1
PA,116,1921,2
PA,1175,1711,2
PA,117,179,27
PA,1187,1255,2
PA,1195,1713,1
PA,119,341,2
PA,1223,2146,49
PA,1231,1585,1
PA,1236,1783,1
PA,1238,1419,4
PA,1240,1696,1
PA,1240,1907,4
PA,1259,1835,4
PA,1260,1832,1
PA,1264,1398,4
PA,1290,1957,1
PA,1294,1339,1
PA,1304,1419,1
PA,1310,1757,1
PA,1319,1408,5
PA,1358,1397,1
PA,135,557,2
PA,1367,1645,1
PA,137,327,1
PA,139,1657,2
PA,140,1161,2
PA,1424,1700,2
PA,142,1337,8
PA,143,1015,3
PA,1447,1664,2
PA,1450,1581,2
PA,1478,1582,2
PA,1483,1657,1
PA,148,1197,1
PA,149,1042,2
PA,149,1596,1
PA,150,1720,1
PA,152,1103,1
PA,152,571,2
PA,155,1302,1
PA,155,324,2
PA,157,1108,1
PA,157,1708,1
PA,1600,1988,1
PA,1607,1719,2
PA,1617,1667,2
PA,161,1985,1
PA,1624,1658,3
PA,1640,1812,1
PA,166,1701,1
PA,166,206,2
PA,1681,1905,2
PA,169,1044,1
PA,171,1653,2
PA,1742,1783,13
PA,1802,1928,1
PA,1814,2160,2
PA,182,2135,4
PA,1858,2123,1
PA,185,1951,2
PA,188,2002,1
PA,1890,1989,3
PA,1916,2040,1
PA,1919,2069,1
PA,194,1954,4
PA,196,1985,1
PA,1974,2026,2
PA,197,379,1
PA,2008,2035,1
PA,2035,2144,1
PA,207,521,2
PA,209,2054,2
PA,212,2024,191
PA,212,257,2
PA,2139,2191,1
PA,213,1769,2
PA,213,2025,1
PA,213,2033,12
PA,218,1865,2
PA,221,2036,464
PA,221,693,2
PA,224,1977,113
PA,224,2114,178
PA,224,696,378
PA,235,2089,9
PA,236,1932,2
PA,236,2091,2
PA,237,2017,6
PA,237,2091,5788
PA,238,1970,12
PA,238,1997,2
PA,239,2093,4
PA,242,1753,2
PA,242,1999,2803
PA,242,2068,331
PA,243,2000,6
PA,244,2070,2
PA,244,2097,7
PA,245,2041,4
PA,245,2123,2
PA,247,1792,163
PA,251,2144,4
PA,252,1989,1
PA,252,2061,7
PA,253,1990,6
PA,253,2062,1466
PA,254,2063,4
PA,255,2062,4
PA,255,2103,1
PA,257,1941,184
PA,258,2052,120
PA,259,2014,7
PA,259,2143,2
PA,261,2031,1099
PA,263,2024,202
PA,263,2027,1
PA,265,2053,3
PA,269,2073,9
PA,271,1588,22
PA,275,2123,1
PA,276,1687,1
PA,278,2090,9
PA,278,311,1
PA,280,2046,5
PA,281,2095,2
PA,281,2100,46
PA,282,2026,3
PA,282,2089,6
PA,283,2025,4
PA,284,1955,2
PA,284,2028,1048
PA,284,2030,2
PA,285,1953,387
PA,285,2032,1
PA,285,2052,2
PA,286,1954,1
PA,286,2022,5
PA,286,2048,2
PA,288,356,2
PA,289,1994,1
PA,289,2049,213
PA,290,2050,1
PA,290,359,1
PA,291,2050,487
PA,291,356,959
PA,293,1998,262
PA,293,2049,1
PA,294,2052,8
PA,295,2036,9
PA,296,334,5
PA,297,2038,2209
PA,297,2105,9
PA,298,1964,11
PA,298,1986,131
PA,298,2022,2
PA,302,2044,68
PA,302,2118,1
PA,302,373,3
PA,303,2045,1
PA,304,1974,307
PA,304,2120,641
PA,308,1995,2293
PA,308,1996,1
PA,308,434,1059
PA,309,1996,4
PA,309,344,1
PA,309,506,2
PA,312,1963,1
PA,312,1999,1
PA,313,2028,2
PA,314,852,5
PA,316,1954,11
PA,318,2124,13
PA,320,1934,5
PA,320,2121,15
PA,321,2031,45
PA,325,516,1
PA,327,2009,1
PA,328,2097,8
PA,329,2022,6
PA,330,2012,1478
PA,331,2013,3
PA,331,2085,25
PA,335,1767,7
PA,345,1628,1
PA,346,1965,24
PA,349,1824,19
PA,350,1987,1
PA,351,378,1
PA,354,2021,10
PA,356,1932,1
PA,358,1893,10
PA,359,1094,7
PA,35,1924,3
PA,360,2025,5
PA,361,1969,1
PA,362,1889,16
PA,362,1970,79
PA,364,1999,2
PA,367,1427,1
PA,368,1973,25
PA,369,1894,1
PA,377,654,2
PA,382,641,4
PA,384,621,2
PA,386,1959,37
PA,388,1929,2
PA,389,1565,1
PA,389,1988,1
PA,391,1879,2
PA,391,1966,13
PA,395,1883,2
PA,397,1944,12
PA,400,1790,2
PA,402,1159,2
PA,402,1656,2
PA,404,1843,5
PA,406,1951,1
PA,407,1294,1
PA,407,1930,2
PA,407,541,4
PA,409,1873,32
PA,409,1936,2
PA,409,2044,2
PA,410,1955,2
PA,411,1391,1
PA,411,1653,11
PA,414,1980,1
PA,416,554,1
PA,418,1913,1
PA,420,1874,1
PA,420,1984,3
PA,422,1825,2
PA,422,487,1
PA,423,1802,2
PA,423,1984,2
PA,424,1014,2
PA,424,1610,1
PA,424,1823,11
PA,427,1826,12507
PA,427,1827,3
PA,427,1828,3
PA,428,1034,5
PA,428,1827,14
PA,428,1829,1
PA,432,1870,17
PA,433,1839,1
PA,433,888,1
PA,433,925,2
PA,434,1904,32
PA,434,1963,1
PA,436,1963,1
PA,438,1594,1
PA,444,980,2
PA,445,1895,5
PA,450,1876,1
PA,450,1885,18
PA,452,1878,1751
PA,453,1900,11
PA,455,1329,4
PA,455,1743,1
PA,459,1392,1
PA,460,1933,2
PA,466,1998,17
PA,467,1657,3
PA,470,1776,20
PA,470,1805,4
PA,470,1884,30
PA,472,1885,4
PA,473,1752,1
PA,473,1872,1
PA,475,1830,5
PA,475,1857,1
PA,476,1889,1021
PA,477,1398,1
PA,477,1919,1
PA,479,1311,2
PA,479,1790,2
PA,479,1919,752
PA,480,1920,4
PA,482,1396,1
PA,485,1670,4
PA,485,2005,148
PA,486,1596,2
PA,489,1010,2
PA,491,1868,1
PA,491,1939,6
PA,494,1973,13
PA,495,1919,1
PA,496,2017,43
PA,505,1257,1
PA,511,1729,4
PA,511,1746,102
PA,511,1876,33
PA,512,1747,1
PA,516,1161,1
PA,522,1959,1
PA,523,1726,79
PA,523,1864,4
PA,524,1727,1
PA,525,1866,342
PA,525,1962,173
PA,526,1791,7
PA,526,1867,1
PA,527,1626,4
PA,527,1752,78
PA,527,1841,4
PA,528,1651,1
PA,529,1652,1
PA,537,1789,1
PA,538,1719,7
PA,538,1823,17
PA,538,1917,1
PA,538,643,5
PA,539,1849,2
PA,53,146,1
PA,541,1943,32
PA,543,1643,7
PA,54,1107,1
PA,558,2137,113
PA,55,1090,1
PA,560,1130,1
PA,561,1676,3
PA,562,1784,1
PA,565,1148,1
PA,567,1769,44
PA,568,1151,2
PA,568,1152,8
PA,56,329,1
PA,571,1308,1
PA,572,1799,8
PA,574,642,2
PA,575,1159,5
PA,577,1847,2
PA,581,1161,2
PA,582,1168,2
PA,582,1486,2
PA,589,1788,3
PA,590,1756,1
PA,590,1789,739
PA,590,792,1
PA,591,1717,2
PA,592,1160,1
PA,592,1758,1343
PA,594,1684,7
PA,594,1760,2
PA,595,1192,5
PA,598,1166,3
PA,598,1278,1
PA,599,1158,2
PA,599,2138,2
PA,59,1960,1
PA,600,1763,19
PA,603,674,1
PA,604,1669,2
PA,604,1750,2
PA,609,1590,2
PA,612,1240,1
PA,612,1695,1
PA,615,1597,2
PA,622,1802,2
PA,624,1742,7
PA,625,1743,1
PA,626,1485,2
PA,628,1595,6
PA,630,1762,1
PA,631,1765,2
PA,633,1603,3
PA,634,1723,1
PA,642,1851,1
PA,644,1092,5
PA,645,1106,2
PA,651,1791,201
PA,654,1072,3
PA,656,1548,4
PA,656,1726,2
PA,658,1049,5
PA,658,1776,2
PA,65,1966,4
PA,662,1790,45
PA,663,1715,8
PA,663,1722,5
PA,664,1055,2
PA,665,1724,3610
PA,666,1725,3
PA,66,889,2
PA,677,1112,2
PA,677,1146,1
PA,677,1714,11
PA,683,1412,1
PA,68,1014,1
PA,68,143,1
PA,68,425,2
PA,690,923,1
PA,692,1650,2
PA,694,1058,2
PA,694,1606,3
PA,698,1531,2
PA,69,1170,1
PA,69,1488,2
PA,701,1656,2
PA,703,2054,1
PA,705,1598,1
PA,70,1339,2
PA,711,775,2
PA,712,1501,7
PA,718,1537,4
PA,72,1162,3
PA,72,1824,1
PA,72,603,1
PA,733,1313,2
PA,752,894,1
PA,758,1426,2
PA,758,1696,21
PA,772,1529,3
PA,775,850,1
PA,785,1654,2
PA,786,859,2
PA,788,2106,1
PA,799,1699,3
PA,799,904,2
PA,803,885,1
PA,815,1957,1
PA,82,195,2
PA,83,238,2
PA,869,1532,1
PA,869,1661,12
PA,886,1583,50
PA,889,985,1
PA,898,1456,6
PA,908,1346,1
PA,912,1542,1
PA,922,1464,4
PA,925,1960,1
PA,940,1011,1
PA,94,116,1
PA,94,123,2
PA,94,177,1
PA,958,1949,6
PA,965,1440,1
PA,965,1920,17
PA,972,1504,3
PA,97,165,1
PA,994,1509,1
PB1,1031,1272,1
PB1,1038,2240,1
PB1,104,743,2
PB1,105,2231,2
PB1,1084,1178,1
PB1,1095,2112,4
PB1,1145,1356,2
PB1,1155,1688,2
PB1,117,2131,1
PB1,1221,1287,1
PB1,1224,1647,1
PB1,1239,1271,1
PB1,1243,1545,1
PB1,1263,1623,1
PB1,127,1844,1
PB1,136,1113,2
PB1,1376,1499,3
PB1,1394,1445,1
PB1,144,964,2
PB1,1450,1640,1
PB1,1453,1724,1
PB1,1546,1809,1
PB1,156,1110,1
PB1,1602,2134,1
PB1,1605,2243,2
PB1,1617,2052,1
PB1,164,2221,2
PB1,166,1909,16
PB1,166,2102,40
PB1,174,1410,5
PB1,1770,1881,4
PB1,1777,1809,2
PB1,177,2141,2
PB1,178,1958,5
PB1,1796,2215,1
PB1,1808,2046,1
PB1,180,1140,2
PB1,1811,2058,2
PB1,185,2132,99
PB1,1875,2287,1
PB1,1876,1926,1
PB1,190,2099,341
PB1,1915,1965,30
PB1,1938,2008,1
PB1,1961,2005,2
PB1,2014,2082,2
PB1,202,2180,4
PB1,204,1868,3
PB1,204,2201,12
PB1,2053,2076,13
PB1,2149,2192,1
PB1,2149,2195,4
PB1,214,2195,33
PB1,214,2206,8
PB1,2152,2195,2208
PB1,2188,2214,1
PB1,218,2237,7
PB1,2195,2231,10
PB1,219,2178,1
PB1,2206,2268,1
PB1,221,2025,15
PB1,221,794,1
PB1,223,1178,2
PB1,2250,2292,2
PB1,228,2138,2
PB1,228,2173,11
PB1,229,2137,9
PB1,229,2154,209
PB1,230,2138,6475
PB1,230,2183,1
PB1,231,2103,2
PB1,231,2139,1
PB1,231,2156,1
PB1,233,2144,162
PB1,233,2146,2
PB1,233,852,9
PB1,234,2174,50
PB1,238,2182,1
PB1,239,2074,1
PB1,239,2151,7
PB1,239,2202,8
PB1,240,1481,2
PB1,240,2168,2
PB1,240,2184,190
PB1,241,2185,1
PB1,242,2150,8
PB1,244,1905,7
PB1,245,856,1
PB1,248,2148,2
PB1,250,2145,2
PB1,255,2098,72
PB1,259,1471,8
PB1,260,1741,2
PB1,265,2209,2
PB1,266,1407,2
PB1,270,2074,2
PB1,272,2090,103
PB1,273,2074,7
PB1,275,2144,18
PB1,275,330,2
PB1,280,1916,2
PB1,281,2155,393
PB1,283,1449,2
PB1,286,2140,10
PB1,288,2131,15
PB1,290,2231,2
PB1,295,2173,6
PB1,296,2148,3
PB1,297,2086,3
PB1,298,2150,3203
PB1,299,2065,1
PB1,299,2187,9
PB1,300,2152,2
PB1,300,2189,1
PB1,302,2149,2
PB1,306,2151,8
PB1,306,2154,2
PB1,307,2153,5
PB1,308,2152,1
PB1,309,2154,8477
PB1,310,2155,19
PB1,310,2162,46
PB1,312,2110,62
PB1,313,1878,1
PB1,313,2041,5
PB1,324,2153,3
PB1,333,2184,1
PB1,334,2090,60
PB1,336,1997,2
PB1,336,2053,1
PB1,337,2185,1304
PB1,337,376,1
PB1,341,2061,2
PB1,342,2119,156
PB1,348,2286,3
PB1,351,447,1
PB1,353,2031,18
PB1,355,2089,1
PB1,356,801,2
PB1,361,2114,6
PB1,362,2056,6
PB1,362,2121,10
PB1,362,2145,2
PB1,369,2012,3
PB1,371,2016,7
PB1,372,2015,4096
PB1,372,2072,3
PB1,372,2075,700
PB1,372,2124,9
PB1,373,2016,4
PB1,373,2076,2
PB1,375,1911,8
PB1,375,2026,1
PB1,376,1913,1
PB1,376,2039,1
PB1,377,1913,3964
PB1,377,1916,2
PB1,378,1914,2
PB1,380,2179,8
PB1,384,2056,8
PB1,390,2103,2
PB1,393,2009,1
PB1,393,2074,2
PB1,393,447,1
PB1,395,1176,7
PB1,398,1711,2
PB1,400,1721,2
PB1,403,2004,2
PB1,405,2044,6
PB1,406,2025,2
PB1,407,2027,2
PB1,407,2085,2
PB1,407,2088,1
PB1,407,2101,2
PB1,409,2028,979
PB1,409,2114,169
PB1,410,2029,2
PB1,415,1883,9
PB1,415,1952,1
PB1,416,2056,399
PB1,417,1993,6
PB1,417,2057,1
PB1,419,2025,1
PB1,422,1952,2
PB1,426,2019,3
PB1,427,1833,2
PB1,427,2019,1
PB1,428,1993,3
PB1,432,1886,1
PB1,432,2018,2
PB1,432,2087,36
PB1,433,1939,1
PB1,435,482,14
PB1,437,1992,1
PB1,437,2037,33
PB1,437,469,2
PB1,439,1969,9
PB1,441,1972,4
PB1,442,2073,13
PB1,444,1974,1731
PB1,444,2030,1
PB1,445,1596,1
PB1,446,1993,5
PB1,447,1828,4
PB1,447,1998,2
PB1,447,2068,1
PB1,451,2024,14
PB1,456,1922,1
PB1,459,2062,5
PB1,462,1939,10
PB1,465,1916,3
PB1,467,2016,260
PB1,468,500,10
PB1,470,2023,3
PB1,473,1866,5
PB1,473,1973,2
PB1,477,515,1
PB1,482,823,1
PB1,484,1726,2
PB1,485,1787,4
PB1,487,1685,1
PB1,490,1234,1
PB1,490,835,1
PB1,491,1903,231
PB1,491,1906,1
PB1,494,1780,1
PB1,496,1914,30
PB1,497,2279,33
PB1,498,1432,2
PB1,504,1987,12
PB1,509,1442,2
PB1,515,2054,2
PB1,516,1589,1
PB1,517,1229,2
PB1,518,801,2
PB1,520,2170,1
PB1,524,1715,13
PB1,529,2034,1
PB1,530,1985,7
PB1,533,1902,9
PB1,534,2072,2
PB1,540,1608,1
PB1,543,1929,6
PB1,544,1918,2
PB1,548,1886,1
