Segment,Start,End,NGS_read_count
HA,91,1291,1
HA,93,159,16
HA,940,1442,2
HA,95,455,4
HA,979,1065,1
HA,98,777,2
HA,990,1045,3
HA,991,1155,2
HA,992,1058,7
M,103,837,5
M,109,265,4
M,109,405,2
M,111,379,3
M,113,268,1
M,125,963,4
M,143,467,1
M,156,527,1
M,167,209,1
M,171,265,1
M,181,541,1
M,184,495,2
M,188,390,2
M,194,396,53
M,197,762,2
M,201,394,16
M,208,638,6
M,211,391,1
M,216,396,6
M,216,763,69
M,219,722,30
M,220,427,2
M,222,343,8
M,231,267,1
M,235,853,2
M,244,722,2
M,258,735,8
M,258,812,4
M,268,368,20
M,268,464,2
M,268,640,8
M,273,601,1
M,273,675,9
M,275,471,2
M,275,711,5
M,278,814,4
M,282,405,2
M,282,450,2
M,284,487,2
M,288,977,2
M,290,402,2
M,290,505,1
M,291,364,1
M,291,382,6
M,312,602,1
M,324,427,3
M,327,371,1
M,335,389,11
M,345,525,2
M,363,536,2
M,373,434,2
M,375,416,4
M,375,517,14
M,375,542,1
M,390,544,3
M,391,649,5
M,396,439,26
M,404,547,1
M,407,458,1
M,409,659,2
M,413,659,2
M,414,436,1
M,415,840,1
M,418,524,1
M,418,538,1
M,424,464,2
M,425,645,2
M,426,541,1
M,426,643,16
M,428,632,5
M,433,515,2
M,433,637,2
M,434,659,33
M,437,644,2
M,440,655,2
M,441,643,7
M,463,523,1
M,469,517,2
M,475,550,2
M,479,620,2
M,488,538,2
M,498,857,7
M,513,668,1
M,525,608,3
M,551,639,2
M,564,624,1
M,569,631,2
M,574,648,1
M,592,625,8
M,593,629,8
M,599,632,2
M,599,641,2
M,600,667,1
M,621,675,1
M,690,953,1
M,702,953,1
M,741,870,2
M,77,408,1
M,818,879,2
M,97,270,2
M,99,134,8
M,99,137,1
NA,103,437,1
NA,1185,1257,2
NA,120,839,1
NA,121,155,2
NA,1229,1260,2
NA,122,317,1
NA,125,1257,22
NA,1293,1318,24
NA,1298,1326,9
NA,137,181,1
NA,150,1324,7
NA,157,1004,2
NA,159,1007,1
NA,165,1304,2
NA,172,1309,2
NA,172,696,2
NA,173,1311,9
NA,173,692,13
NA,183,1225,53
NA,184,1274,2
NA,205,1298,3
NA,211,1039,21
NA,212,1040,1
NA,212,602,1
NA,222,1205,8
NA,223,262,2
NA,226,1398,1
NA,233,1077,4
NA,238,1214,24
NA,249,277,3
NA,251,1295,2
NA,251,1350,126
NA,257,443,2
NA,258,554,1
NA,260,437,2
NA,260,568,1
NA,268,672,2
NA,270,470,1
NA,272,296,1
NA,275,1335,3
NA,276,1109,2
NA,279,1303,1
NA,286,344,1
NA,297,564,4
NA,300,358,1
NA,303,698,2
NA,303,884,1
NA,316,630,1
NA,325,1087,1
NA,326,753,2
NA,326,894,1
NA,329,371,2
NA,330,922,2
NA,332,1115,12
NA,333,537,2
NA,333,883,1
NA,334,535,1
NA,334,887,1
NA,335,541,2
NA,341,555,1
NA,345,1143,2
NA,345,1248,20
NA,349,531,1
NA,352,1130,2
NA,364,500,3
NA,366,497,2
NA,370,921,1
NA,376,1029,2
NA,391,1182,2
NA,392,1284,13
NA,394,726,2
NA,401,1033,16
NA,406,1051,1
NA,413,1139,1
NA,414,1038,1
NA,416,1059,27
NA,424,1055,7
NA,435,472,2
NA,451,947,2
NA,460,1035,2
NA,480,1017,3
NA,486,836,1
NA,491,1064,44
NA,521,563,2
NA,528,1046,6
NA,564,1138,1
NA,574,650,1
NA,579,702,1
NA,618,1010,2
NA,626,746,5
NA,632,1058,1
NA,656,947,1
NA,659,1002,2
NA,664,768,1
NA,696,878,1
NA,716,820,3
NA,722,1270,1
NA,731,1074,9
NA,753,891,2
NA,77,906,1
NA,780,1000,2
NA,784,840,1
NA,804,1342,4
NA,855,1043,1
NA,879,1020,1
NA,881,1060,1
NA,925,1035,4
NA,927,1009,5
NP,1019,1052,2
NP,1023,1051,1
NP,1027,1070,1
NP,1042,1277,2
NP,1074,1244,1
NP,1083,1142,1
NP,1109,1167,1
NP,1133,1360,2
NP,1148,1327,2
NP,117,763,2
NP,1182,1285,1
NP,1191,1369,2
NP,119,1143,1
NP,120,476,2
NP,120,888,1
NP,1211,1246,2
NP,1221,1487,1
NP,1234,1293,5
NP,1258,1289,2
NP,125,940,3
NP,126,1131,1
NP,128,1067,1
NP,1304,1328,2
NP,1304,1332,4
NP,136,547,2
NP,138,1128,15
NP,138,924,2
NP,139,1050,1
NP,139,894,1
NP,140,741,3
NP,1422,1477,2
NP,143,323,2
NP,144,515,2
NP,1462,1493,6
NP,149,1042,1
NP,151,450,1
NP,153,1127,2
NP,153,739,4
NP,155,739,4
NP,157,858,1
NP,158,1036,1
NP,158,1072,2
NP,158,1114,6
NP,163,481,1
NP,165,1079,1
NP,166,1017,1
NP,166,1072,2
NP,167,258,2
NP,171,1022,1
NP,171,1087,1
NP,172,856,2
NP,173,767,2
NP,180,1221,2
NP,181,1090,2
NP,182,1026,3
NP,186,1416,2
NP,186,1428,2
NP,187,1340,10
NP,194,275,5
NP,197,1411,394
NP,200,1402,2
NP,201,275,1
NP,201,277,3
NP,202,1404,417
NP,207,1427,191
NP,220,1038,2
NP,223,1077,1
NP,224,1389,5
NP,226,989,1
NP,229,1050,2
NP,230,1373,1
NP,231,1367,2
NP,231,1368,7
NP,232,1130,3
NP,232,1375,303
NP,233,368,3
NP,234,1377,3
NP,238,522,1
NP,239,1128,4
NP,245,1047,2
NP,271,1287,1
NP,273,1419,45
NP,283,1273,2
NP,286,1312,2
NP,286,1484,2
NP,287,1193,7
NP,287,1341,1
NP,288,1486,229
NP,299,586,1
NP,302,1263,1
NP,310,524,2
NP,310,545,1
NP,325,789,1
NP,328,1240,19
NP,335,1179,2
NP,335,1396,5
NP,339,879,1
NP,33,1056,1
NP,340,911,12
NP,341,1217,5
NP,342,841,1
NP,343,722,1
NP,344,637,3
NP,345,903,8
NP,347,546,1
NP,348,1215,2
NP,351,1041,1
NP,351,595,1
NP,359,1176,31
NP,376,784,1
NP,378,722,1
NP,379,725,5
NP,389,1076,1
NP,390,612,1
NP,400,467,2
NP,408,884,2
NP,410,1047,2
NP,413,1124,4
NP,416,1252,1
NP,41,768,1
NP,426,605,1
NP,428,1234,24
NP,432,845,2
NP,433,602,1
NP,433,833,2
NP,436,768,2
NP,439,901,1
NP,440,723,1
NP,442,515,2
NP,46,1139,1
NP,470,655,8
NP,470,686,2
NP,483,1178,1
NP,487,604,2
NP,509,651,1
NP,519,1152,2
NP,521,850,1
NP,524,712,1
NP,534,807,2
NP,539,1130,3
NP,540,1131,1
NP,541,828,10
NP,547,643,3
NP,547,791,2
NP,548,646,1
NP,550,1083,1
NP,572,619,1
NP,596,1347,4
NP,613,1167,2
NP,621,694,21
NP,637,771,4
NP,644,791,2
NP,653,682,1
NP,663,940,21
NP,678,806,2
NP,67,759,2
NP,68,678,4
NP,707,939,11
NP,70,971,2
NP,716,1014,1
NP,721,796,2
NP,723,792,5
NP,724,797,1
NP,735,1392,1
NP,740,779,2
NP,747,795,1
NP,765,1059,1
NP,769,1125,3
NP,776,911,1
NP,779,939,5
NP,78,325,3
NP,797,896,5
NP,803,952,1
NP,804,923,4
NP,806,1034,2
NP,810,1149,4
NP,810,1327,1
NP,813,862,2
NP,814,962,5
NP,817,914,11
NP,819,1187,1
NP,83,325,8
NP,854,1087,1
NP,854,1138,1
NP,858,1396,2
NP,887,1362,2
NP,893,1205,6
NP,896,955,1
NP,897,1018,2
NP,898,990,2
NP,899,928,1
NP,901,975,2
NP,904,996,1
NP,909,1203,2
NP,910,1045,2
NP,910,963,2
NP,923,1044,1
NP,951,1221,1
NP,952,1090,2
NP,957,1048,2
NP,957,1149,2
NP,961,1348,2
NP,982,1137,2
NS,144,236,3
NS,171,717,2
NS,182,214,1
NS,192,403,2
NS,195,703,1
NS,212,766,2
NS,213,541,1
NS,217,654,4
NS,227,416,2
NS,227,614,2
NS,237,329,2
NS,239,504,2
NS,242,514,2
NS,243,791,4
NS,245,556,2
NS,253,544,4
NS,255,653,2
NS,256,280,3
NS,258,444,2
NS,263,690,2
NS,301,505,1
NS,309,513,15
NS,310,546,3
NS,318,364,1
NS,320,544,2
NS,337,800,3
NS,347,574,4
NS,351,409,4
NS,352,534,2
NS,356,648,11
NS,360,526,1
NS,363,405,1
NS,365,532,1
NS,365,838,3
NS,410,673,7
NS,421,529,3
NS,428,518,1
NS,442,503,2
NS,465,840,2
NS,477,553,2
NS,489,654,2
NS,504,542,5
NS,505,547,3
NS,549,631,1
NS,572,849,1
NS,579,804,1
NS,580,675,2
NS,611,648,4
NS,615,684,2
NS,710,800,1
NS,735,797,1
NS,768,819,1
PA,1007,1436,1
PA,101,217,2
PA,1024,1721,2
PA,1028,2094,1
PA,102,569,1
PA,1040,1502,2
PA,1042,1570,1
PA,1048,2015,5
PA,1063,1889,2
PA,1078,1430,3
PA,1087,1164,3
PA,1090,1425,1
PA,1090,1748,2
PA,1117,1370,1
PA,1118,1861,1
PA,1122,1974,1
PA,1122,2037,2
PA,1132,1720,1
PA,1143,1948,1
PA,1146,1843,1
PA,1147,1328,2
PA,115,162,2
PA,1169,1705,2
PA,117,179,14
PA,1217,1463,1
PA,1231,1431,2
PA,1264,1398,4
PA,1318,1657,3
PA,132,1392,1
PA,1342,1381,8
PA,135,557,1
PA,1370,1421,2
PA,138,333,2
PA,139,1657,2
PA,139,1973,2
PA,139,326,2
PA,140,1161,2
PA,142,1337,12
PA,142,425,1
PA,143,1015,1
PA,1458,1717,1
PA,1478,1588,2
PA,1479,1576,1
PA,149,1996,4
PA,152,1135,1
PA,156,1665,3
PA,156,1795,99
PA,157,1108,5
PA,157,1796,1
PA,158,324,2
PA,159,1983,1
PA,159,1984,3
PA,1605,1672,2
PA,160,310,1
PA,161,1090,1
PA,161,1985,1404
PA,1624,1658,6
PA,163,1103,1
PA,164,198,2
PA,1664,1707,1
PA,1686,1720,2
PA,169,1044,4
PA,172,1936,77
PA,172,1977,3
PA,175,1690,2
PA,176,2107,198
PA,1833,1901,1
PA,188,2002,880
PA,189,252,2
PA,1940,1980,2
PA,1943,2134,2
PA,194,1954,4
PA,195,1989,2
PA,1967,1993,2
PA,1968,2043,1
PA,1969,2045,1
PA,1972,2045,2
PA,1975,2051,1
PA,1980,2049,1
PA,2069,2142,2
PA,208,2144,92
PA,209,2091,15
PA,213,1769,1
PA,213,2066,1
PA,219,964,1
PA,221,2070,461
PA,221,2071,2
PA,221,2091,107
PA,223,2072,2
PA,224,1717,2
PA,224,1876,13
PA,224,1977,2
PA,224,2114,2
PA,224,696,3
PA,235,2026,4
PA,237,2091,18
PA,238,2017,9
PA,238,2075,24
PA,240,930,4
PA,242,1999,9
PA,242,2068,1
PA,242,325,2
PA,244,2075,2
PA,245,2031,448
PA,245,2064,2
PA,245,2206,1
PA,245,924,3
PA,246,2060,5
PA,246,2071,2
PA,247,1792,1
PA,247,1973,10
PA,249,1876,6
PA,250,1990,2
PA,252,1989,65
PA,252,2030,2
PA,252,2083,2
PA,253,1990,10000
PA,253,1991,2
PA,253,2062,8
PA,253,2089,1
PA,254,1823,14
PA,254,1991,10
PA,255,2103,62
PA,256,2104,2
PA,260,2023,69
PA,260,2024,2
PA,261,1990,1
PA,262,2053,476
PA,263,2027,1851
PA,263,2054,1
PA,268,1477,1
PA,268,2022,32
PA,275,2123,816
PA,275,2146,77
PA,276,2010,2
PA,277,2089,2
PA,277,2090,5
PA,278,2019,7
PA,278,2090,4707
PA,279,1986,5
PA,279,2020,2416
PA,279,2091,1
PA,279,2092,2
PA,280,2021,5
PA,281,2026,43
PA,281,2074,1
PA,281,2095,1217
PA,283,2044,387
PA,283,2097,1
PA,284,2022,2
PA,284,398,1
PA,285,1941,1
PA,285,2021,4
PA,285,2032,23
PA,286,2022,2385
PA,287,1917,137
PA,287,2023,2
PA,287,2024,3
PA,288,356,1
PA,290,2047,2
PA,290,314,79
PA,291,1678,5
PA,291,2050,1
PA,291,356,2
PA,293,1998,2
PA,294,2025,47
PA,297,2038,1
PA,297,2045,540
PA,298,2046,1
PA,299,364,2
PA,300,1992,2
PA,302,2044,1
PA,304,2120,1
PA,305,2077,12
PA,306,1965,3
PA,306,1977,65
PA,306,2051,3
PA,306,2052,2
PA,307,2052,2035
PA,308,1995,7
PA,308,2012,193
PA,308,2053,3
PA,309,347,1
PA,317,1971,703
PA,318,2118,264
PA,318,2124,1
PA,320,2002,1
PA,322,1919,1
PA,326,1939,2
PA,326,2019,5
PA,326,2021,4
PA,327,2096,13
PA,327,2098,3
PA,328,2097,12231
PA,329,1941,144
PA,329,2022,5964
PA,329,2025,1
PA,329,2098,16
PA,329,2099,2
PA,329,2100,2
PA,329,377,5
PA,329,437,41
PA,330,2012,3
PA,330,2024,2
PA,331,2024,11
PA,331,2085,2
PA,344,378,85
PA,345,1958,234
PA,346,1959,1
PA,34,255,1
PA,352,2032,214
PA,354,1939,1
PA,354,2034,1
PA,356,1941,362
PA,356,1977,2
PA,358,394,18
PA,359,1094,6
PA,361,1814,1
PA,361,2120,2
PA,362,1970,1
PA,362,2106,2
PA,364,2052,2
PA,368,1903,1
PA,369,1894,434
PA,369,512,1
PA,370,1895,2
PA,371,2115,2
PA,376,1985,1
PA,387,1928,3
PA,387,1929,1
PA,388,1929,2509
PA,388,1930,2
PA,389,1930,2
PA,389,1988,52
PA,390,1941,82
PA,391,1876,61
PA,391,673,1
PA,397,1845,8
PA,39,102,1
PA,401,926,1
PA,402,1159,1
PA,402,1333,2
PA,403,2068,17
PA,406,450,2
PA,407,541,3
PA,409,2044,1130
PA,411,1653,13
PA,417,1891,352
PA,417,1960,14
PA,419,1984,1
PA,419,924,2
PA,420,1941,1
PA,422,1862,1
PA,424,1882,88
PA,425,1843,1
PA,425,1864,1
PA,425,930,1
PA,427,1826,25
PA,428,1034,1
PA,433,925,1
PA,434,1629,1
PA,434,2037,2
PA,435,1768,2
PA,436,1766,363
PA,437,1727,122
PA,437,1767,1
PA,438,1838,10
PA,440,1729,2
PA,447,1878,84
PA,448,1877,50
PA,450,1593,2
PA,451,598,17
PA,452,1878,1
PA,453,529,1
PA,457,1479,1
PA,459,1392,1
PA,462,1694,2
PA,462,1886,1
PA,469,1780,3
PA,469,1968,1
PA,470,1782,7
PA,470,1824,2
PA,470,1884,1
PA,471,1782,2213
PA,471,1824,741
PA,472,1783,1
PA,472,1825,1
PA,473,1894,2
PA,473,1907,2
PA,474,1816,5
PA,475,1857,1086
PA,475,1858,1
PA,475,1859,2
PA,476,1858,5
PA,477,1398,6
PA,477,1512,2
PA,477,1788,2
PA,478,1790,1
PA,479,1790,1501
PA,479,1919,2
PA,480,1791,4
PA,480,828,1
PA,481,1109,1
PA,482,1396,2
PA,483,2003,1
PA,485,1670,7
PA,486,1596,3
PA,486,2054,9
PA,490,1779,23
PA,491,1801,1
PA,492,1802,21
PA,495,1896,16
PA,496,1897,1
PA,500,1810,1
PA,503,1876,48
PA,506,1816,28
PA,508,1581,11
PA,511,1721,67
PA,514,1703,1
PA,521,1930,3
PA,523,1932,698
PA,524,1836,2
PA,525,1747,77
PA,525,1837,263
PA,525,1943,7
PA,526,1725,16
PA,526,1885,10
PA,528,1742,13
PA,529,1743,1
PA,52,1582,1
PA,532,1817,146
PA,537,1784,58
PA,537,1789,303
PA,538,1678,2
PA,538,1877,116
PA,538,2010,120
PA,53,1576,2
PA,547,1746,8
PA,552,1821,29
PA,554,1791,28
PA,558,1131,1
PA,560,1859,3
PA,561,1783,6
PA,562,1784,813
PA,566,1905,89
PA,568,1784,7
PA,570,1772,35
PA,575,1159,4
PA,576,1534,6
PA,581,1685,63
PA,588,1967,1
PA,589,1715,1
PA,591,1717,547
PA,592,1718,1
PA,592,1758,3
PA,593,1884,2
PA,595,1192,3
PA,596,1197,1
PA,597,1610,3
PA,598,1097,2
PA,598,1166,1
PA,599,1158,1
PA,600,1898,2
PA,602,1396,1
PA,602,1778,208
PA,603,1689,2
PA,604,1669,2
PA,605,1903,749
PA,606,1904,1
PA,608,1784,1
PA,613,1721,91
PA,614,1723,2
PA,618,1701,383
PA,620,1808,1
PA,622,1717,186
PA,622,1719,4
PA,624,1766,7
PA,631,1819,2
PA,635,1823,1
PA,644,1092,2
PA,649,1841,2
PA,651,1791,1
PA,658,1049,1
PA,658,1060,1
PA,65,1966,2
PA,65,255,1
PA,665,1092,5
PA,665,1563,1
PA,665,1724,3
PA,66,889,2
PA,675,1707,11
PA,678,1728,4
PA,679,1873,2
PA,686,1583,19
PA,68,143,3
PA,68,1442,2
PA,68,1610,1
PA,690,1624,29
PA,692,1599,40
PA,694,1611,1
PA,695,1612,80
PA,707,1472,1
PA,707,1552,28
PA,708,1553,1
PA,714,1581,113
PA,715,1582,1
PA,719,1502,4
PA,719,1621,8
PA,733,1484,1
PA,758,1610,113
PA,760,1721,1
PA,769,1639,1
PA,774,1749,9
PA,775,1571,2
PA,77,1237,2
PA,785,1195,2
PA,790,1579,8
PA,79,237,1
PA,800,860,6
PA,811,868,2
PA,824,1445,1
PA,836,1475,1
PA,860,1652,1
PA,864,893,2
PA,867,1472,2
PA,869,1661,25
PA,86,458,2
PA,873,1591,2
PA,889,985,4
PA,891,1282,2
PA,905,1619,1
PA,934,1025,2
PA,955,1586,2
PA,964,1181,2
PA,991,2068,2
PA,998,1901,2
PB1,101,1979,1
PB1,1032,1809,2
PB1,1065,1118,3
PB1,1094,1129,2
PB1,1123,2275,2
PB1,1176,1250,3
PB1,122,144,2
PB1,1265,1619,1
PB1,127,1844,5
PB1,1282,1682,2
PB1,1292,1316,1
PB1,1411,2138,1
PB1,1450,1640,1
PB1,1457,1488,1
PB1,1553,1582,2
PB1,1563,2249,1
PB1,1603,2135,2
PB1,1619,1661,1
PB1,165,2206,18
PB1,166,2189,14
PB1,167,1980,1
PB1,168,1777,1
PB1,172,2033,2
PB1,174,1957,4
PB1,174,2088,1
PB1,174,2200,58
PB1,175,1964,1
PB1,176,1956,2
PB1,176,1957,2
PB1,1773,2126,2
PB1,177,1905,1
PB1,177,1958,2
PB1,178,1958,6138
PB1,179,1959,11
PB1,1808,1847,2
PB1,185,2228,83
PB1,188,2180,6
PB1,1931,2001,2
PB1,1938,2008,1
PB1,195,343,2
PB1,1986,2136,6
PB1,1988,2158,1
PB1,201,2242,4
PB1,202,1866,1
PB1,202,1867,2
PB1,203,1869,9
PB1,203,2098,2
PB1,204,1868,3461
PB1,205,1869,5
PB1,205,1870,1
PB1,2068,2149,1
PB1,2092,2184,1
PB1,212,2144,1
PB1,214,2140,318
PB1,2152,2195,9
PB1,2154,2185,2
PB1,216,2214,6
PB1,217,2205,3
PB1,217,2219,7
PB1,219,2207,452
PB1,220,2196,3
PB1,220,2208,1
PB1,221,2197,164
PB1,228,2173,50
PB1,229,2154,1
PB1,229,2175,2
PB1,229,2182,1
PB1,230,2138,6
PB1,230,2156,95
PB1,230,2183,1184
PB1,231,271,2
PB1,232,1896,2
PB1,233,1189,4
PB1,233,2029,32
PB1,233,2144,8
PB1,233,2152,2
PB1,233,852,7
PB1,234,1896,2
PB1,234,2207,14
PB1,234,274,167
PB1,238,2073,4
PB1,238,2166,2
PB1,239,2074,2162
PB1,239,2075,2
PB1,240,2127,2
PB1,240,2168,219
PB1,241,1903,1
PB1,241,1992,1
PB1,241,2076,1
PB1,241,2133,9
PB1,241,264,49
PB1,242,1906,1
PB1,244,1905,1528
PB1,244,1906,2
PB1,245,1906,1
PB1,248,2225,1
PB1,249,2153,13
PB1,252,2148,8
PB1,252,321,512
PB1,254,2145,2
PB1,254,2153,1
PB1,255,2058,65
PB1,255,2154,133
PB1,257,2148,403
PB1,258,2145,2
PB1,258,2146,333
PB1,258,2150,2
PB1,260,1741,282
PB1,261,1742,1
PB1,264,2195,2
PB1,266,2181,449
PB1,266,2195,1468
PB1,267,2182,4
PB1,268,1458,2
PB1,268,2161,2
PB1,272,1524,2
PB1,272,329,4
PB1,273,328,7
PB1,274,330,1
PB1,275,329,2
PB1,275,330,3216
PB1,275,332,4
PB1,275,333,3
PB1,276,331,1
PB1,281,469,2
PB1,283,2145,1
PB1,283,2149,2
PB1,284,1636,1
PB1,284,2138,17
PB1,284,2151,2
PB1,286,2082,18
PB1,286,2140,8479
PB1,286,2142,4
PB1,288,2142,17
PB1,289,1877,221
PB1,289,2115,22
PB1,289,2197,277
PB1,290,2136,46
PB1,290,2231,1
PB1,291,1583,31
PB1,292,2138,2
PB1,293,1488,46
PB1,298,2150,4
PB1,299,2091,4
PB1,301,1995,209
PB1,301,2148,2
PB1,302,2139,54
PB1,302,2149,2389
PB1,302,2150,4
PB1,302,2181,14
PB1,303,2150,1
PB1,306,2023,84
PB1,306,375,1
PB1,307,2029,4
PB1,307,376,294
PB1,307,379,1
PB1,309,2154,24
PB1,311,1876,1
PB1,311,2153,427
PB1,312,1878,6
PB1,313,1878,1183
PB1,313,1880,2
PB1,314,1879,1
PB1,316,2061,3
PB1,317,2062,469
PB1,317,2153,2
PB1,319,2021,14
PB1,323,2152,21
PB1,324,2020,20
PB1,324,2153,2922
PB1,325,2154,1
PB1,326,2071,10
PB1,327,2021,38
PB1,327,2049,604
PB1,327,2063,1
PB1,329,1997,2
PB1,329,2146,78
PB1,329,2190,2
PB1,330,2074,239
PB1,330,2115,2
PB1,334,2115,20
PB1,335,2091,2
PB1,336,1997,165
PB1,336,2128,12
PB1,337,1998,1
PB1,337,2093,855
PB1,337,2094,4
PB1,337,2185,1
PB1,337,376,182
PB1,338,1902,1
PB1,340,2131,16
PB1,345,2055,2
PB1,347,2058,2
PB1,347,2112,1
PB1,350,2057,143
PB1,352,2059,2
PB1,352,750,1
PB1,353,2031,1
PB1,356,2214,2
PB1,357,2140,185
PB1,372,2015,7
PB1,374,1916,12
PB1,374,2050,6
PB1,374,2066,33
PB1,375,1990,25
PB1,377,1913,5
PB1,383,1898,43
PB1,384,2060,2
PB1,385,2059,471
PB1,389,2014,5
PB1,390,2083,28
PB1,392,2082,53
PB1,395,1176,5
PB1,395,1984,117
PB1,398,1889,5
PB1,398,1982,2
PB1,402,1982,11
PB1,405,1290,2
PB1,407,2085,249
PB1,409,1686,3
PB1,413,1950,5
PB1,414,1952,10
PB1,414,2020,1
PB1,415,1952,3819
PB1,415,2062,1
PB1,415,2082,1376
PB1,415,2140,6
PB1,416,1953,5
PB1,416,2016,568
PB1,416,2083,2
PB1,417,2076,78
PB1,419,2025,205
PB1,420,2023,1
PB1,422,1954,1
PB1,423,448,23
PB1,424,1961,2
PB1,425,2017,1
PB1,425,2193,1
PB1,427,2019,2534
PB1,429,2021,5
PB1,431,1937,1
PB1,431,1942,2
PB1,433,1939,1861
PB1,433,1942,1
PB1,434,1940,1
PB1,434,2063,2
PB1,435,1932,10
PB1,436,1903,15
PB1,437,1991,1
PB1,437,1992,316
PB1,437,2027,528
PB1,437,2049,548
PB1,438,1993,2
PB1,438,2028,1
PB1,438,2050,1
PB1,440,1590,2
PB1,442,2028,1
PB1,443,1939,65
PB1,444,1991,4
PB1,444,2030,260
PB1,445,1596,1
PB1,445,1993,2
PB1,445,491,58
PB1,446,1968,2
PB1,446,1993,5866
PB1,446,2023,416
PB1,447,1996,1
PB1,447,2022,2
PB1,449,1996,19
PB1,449,2022,1
PB1,449,2034,1
PB1,454,1875,1
PB1,462,1912,1
PB1,462,2023,49
PB1,465,1916,1627
PB1,466,1917,2
PB1,467,1902,3
PB1,472,1972,5
PB1,473,1973,2315
PB1,474,1974,5
PB1,479,1927,377
PB1,480,1928,2
PB1,480,2001,2
PB1,481,1267,2
PB1,485,1787,2
PB1,486,1998,1121
PB1,486,2000,1
PB1,487,1999,3
PB1,490,2045,1
PB1,491,2046,75
PB1,494,763,3
PB1,498,2013,2
PB1,499,2003,15
PB1,500,2004,2
PB1,512,1916,110
PB1,514,1918,1
PB1,514,1930,30
PB1,516,1891,4
PB1,517,1229,2
PB1,520,2006,38
PB1,527,1981,56
PB1,527,2016,401
PB1,527,991,1
PB1,528,2008,2
PB1,529,1905,2
PB1,534,1826,65
PB1,553,1906,7
PB1,554,1997,420
PB1,557,2000,2
PB1,558,1929,2
PB1,574,2069,2
PB1,577,1719,10
PB1,578,1806,6
PB1,590,1786,1
PB1,592,665,4
PB1,599,1919,1
PB1,60,100,2
PB1,612,1815,1
PB1,615,1818,33
PB1,621,2064,2
PB1,624,1809,9
PB1,630,1985,1
PB1,633,1784,6
PB1,634,1830,65
PB1,636,1833,1
PB1,636,1879,1
PB1,642,665,1
PB1,644,1811,11
PB1,654,1742,1
PB1,66,109,1
PB1,693,1809,24
PB1,697,1804,9
PB1,700,1703,1
PB1,710,1446,1
PB1,712,1793,1
PB1,715,1976,181
PB1,717,1978,1
PB1,71,411,1
PB1,723,1741,2
PB1,727,1758,1
PB1,731,796,90
PB1,734,799,2
PB1,743,799,1
PB1,744,1501,2
PB1,747,2057,2
PB1,777,1725,1
PB1,799,2157,2
PB1,820,1571,1
PB1,823,1404,2
PB1,844,1625,2
PB1,844,873,2
PB1,847,1584,17
PB1,852,2083,12
PB1,862,1745,93
PB1,862,989,2
PB1,889,1643,1
PB1,898,1576,10
PB1,905,1638,2
PB1,948,1262,15
PB1,949,1263,2
PB1,982,1155,4
PB2,1001,2060,3
PB2,1006,1248,2
PB2,1025,1548,2
PB2,1039,1126,2
PB2,1062,1098,5
PB2,1087,2071,1
PB2,1093,1669,1
PB2,1108,1502,1
PB2,1111,2048,1
PB2,113,185,2
PB2,1142,1505,3
PB2,1173,2119,3
PB2,117,2047,4
PB2,1215,2199,2
PB2,121,683,5
PB2,124,627,4
PB2,1254,1516,4
PB2,1259,1745,1
PB2,1291,2104,1
PB2,1293,2208,2
PB2,1296,1371,1
PB2,1299,1693,1
