Segment,Start,End,NGS_read_count
PB1,256,2183,4
PB1,259,1471,2
PB1,260,1741,14
PB1,265,464,1
PB1,266,2181,125
PB1,266,2195,738
PB1,267,2182,2
PB1,268,1458,2
PB1,269,2150,3
PB1,272,2153,864
PB1,273,2154,5
PB1,273,328,3
PB1,275,330,1104
PB1,275,332,2
PB1,282,2138,2
PB1,283,2137,1
PB1,284,2138,7
PB1,284,2139,2
PB1,286,2140,2862
PB1,288,2131,1
PB1,288,2134,3
PB1,288,2142,2
PB1,289,1877,141
PB1,289,2137,2
PB1,289,2197,6
PB1,289,2240,6
PB1,290,2136,545
PB1,293,1488,6
PB1,293,898,2
PB1,297,388,1
PB1,298,2150,6
PB1,298,2184,29
PB1,301,2148,1
PB1,302,2149,411
PB1,306,2023,15
PB1,306,2064,142
PB1,307,2277,4
PB1,307,376,57
PB1,309,2154,12
PB1,311,2153,23
PB1,312,2154,1
PB1,313,1878,144
PB1,315,2182,4
PB1,316,2061,1
PB1,317,2062,180
PB1,319,2021,24
PB1,321,2151,1
PB1,323,2152,15
PB1,324,2141,1
PB1,324,2153,2584
PB1,325,2154,7
PB1,326,2144,1
PB1,327,2021,4
PB1,327,2049,872
PB1,327,2146,2
PB1,328,2050,1
PB1,329,2146,617
PB1,330,2074,51
PB1,335,2091,2
PB1,336,1997,54
PB1,337,1998,1
PB1,337,2093,465
PB1,337,2094,2
PB1,337,2185,3
PB1,350,2057,44
PB1,355,1988,1
PB1,356,801,4
PB1,363,2070,80
PB1,363,420,1
PB1,366,2091,6
PB1,371,702,2
PB1,372,2015,1
PB1,374,2066,48
PB1,374,425,1
PB1,375,1990,26
PB1,377,1913,1
PB1,381,2284,1
PB1,383,1898,33
PB1,385,2059,662
PB1,387,2061,1
PB1,392,2082,23
PB1,395,1168,2
PB1,395,1176,2
PB1,398,1889,2
PB1,407,2085,46
PB1,409,2028,1
PB1,410,2029,1
PB1,411,1951,2
PB1,411,520,2
PB1,413,1950,2
PB1,415,1948,1
PB1,415,1952,1235
PB1,415,2082,263
PB1,415,2086,1
PB1,415,2140,14
PB1,416,1953,4
PB1,416,2016,167
PB1,423,448,92
PB1,425,2017,1
PB1,425,2019,1
PB1,427,2019,914
PB1,429,2021,2
PB1,433,1939,349
PB1,433,2003,7
PB1,433,2067,7
PB1,434,2063,1
PB1,436,1903,133
PB1,437,2027,500
PB1,437,2049,52
PB1,438,2028,3
PB1,443,1939,17
PB1,444,1991,3
PB1,444,2030,161
PB1,445,1596,1
PB1,445,1934,2
PB1,445,475,14
PB1,445,491,53
PB1,446,1968,102
PB1,446,1993,3613
PB1,446,2023,64
PB1,446,2024,2
PB1,447,1969,1
PB1,449,1996,12
PB1,465,1916,524
PB1,466,1917,2
PB1,468,1919,1
PB1,472,1972,6
PB1,472,1973,2
PB1,473,1970,1
PB1,473,1973,1486
PB1,474,1974,1
PB1,479,1179,2
PB1,479,1927,130
PB1,484,1279,1
PB1,486,1998,250
PB1,491,1268,2
PB1,514,1930,87
PB1,517,1229,3
PB1,517,1933,1
PB1,518,801,2
PB1,527,2016,46
PB1,528,2004,2
PB1,528,2008,23
PB1,529,1920,2
PB1,531,1854,2
PB1,534,1826,63
PB1,542,1979,21
PB1,549,702,1
PB1,553,1906,36
PB1,554,1997,54
PB1,561,1889,1
PB1,590,1786,5
PB1,590,623,12
PB1,592,665,1
PB1,597,1996,1
PB1,599,1189,2
PB1,615,1818,2
PB1,644,1811,13
PB1,661,1811,1
PB1,690,1907,1
PB1,693,1809,14
PB1,697,1804,7
PB1,697,1911,1
PB1,697,754,2
PB1,700,1703,39
PB1,712,1448,2
PB1,712,1793,6
PB1,715,1976,162
PB1,718,1454,5
PB1,725,1338,1
PB1,729,1221,2
PB1,742,1675,2
PB1,743,2136,1
PB1,807,829,1
PB1,817,1559,3
PB1,820,1571,2
PB1,821,872,10
PB1,847,1584,24
PB1,849,1522,2
PB1,852,2083,53
PB1,854,1666,2
PB1,856,1258,2
PB1,868,1395,1
PB1,874,1503,25
PB1,902,1524,1
PB1,903,1464,4
PB1,920,2291,6
PB1,947,1661,1
PB1,948,1262,27
PB1,949,1264,1
PB1,971,1155,7
PB1,982,1155,12
PB1,985,1155,1
PB1,985,1455,1
PB1,996,1170,2
PB2,1037,1244,2
PB2,1071,2166,6
PB2,1072,1290,4
PB2,1080,1644,2
PB2,1098,1512,2
PB2,109,1891,10
PB2,1111,2048,1
PB2,1114,1508,4
PB2,113,939,2
PB2,1141,1309,1
PB2,1148,1197,2
PB2,1150,1290,2
PB2,1156,1803,1
PB2,1173,2119,2
PB2,1176,2118,1
PB2,1179,1473,1
PB2,117,2047,4
PB2,1188,1212,2
PB2,119,184,1
PB2,1214,1688,1
PB2,1217,1801,1
PB2,121,683,2
PB2,1240,2131,2
PB2,124,146,2
PB2,124,1467,5
PB2,124,627,1
PB2,1291,1513,1
PB2,1294,1369,1
PB2,129,186,1
PB2,1300,1846,2
PB2,1305,2055,2
PB2,130,1695,1
PB2,130,1824,2
PB2,1313,2064,2
PB2,136,1278,1
PB2,136,366,4
PB2,138,169,2
PB2,1454,1496,2
PB2,148,401,1
PB2,1501,2045,4
PB2,1508,1837,2
PB2,1559,2050,1
PB2,157,842,2
PB2,160,493,2
PB2,161,212,1
PB2,1648,1779,1
PB2,164,310,3
PB2,170,2106,40
PB2,172,1415,2
PB2,175,2250,1
PB2,178,301,4
PB2,180,341,1
PB2,1826,1937,16
PB2,1828,1858,2
PB2,1862,1911,1
PB2,202,285,2
PB2,204,2011,2
PB2,204,2194,2
PB2,204,2236,71
PB2,206,2154,4
PB2,208,2150,5
PB2,210,280,24
PB2,217,2206,6
PB2,217,287,44
PB2,218,288,2
PB2,2211,2247,3
PB2,227,2269,11
PB2,229,2175,13
PB2,230,2169,12
PB2,231,2161,1
PB2,232,2147,2
PB2,237,1669,17
PB2,243,892,1
PB2,251,1456,2
PB2,251,424,6
PB2,261,2171,143
PB2,262,2159,58
PB2,262,2182,4
PB2,263,2183,4413
PB2,263,2186,2
PB2,264,2184,2
PB2,265,302,19
PB2,266,2242,2
PB2,267,2243,33
PB2,269,1040,4
PB2,274,2141,147
PB2,275,2142,1
PB2,275,2206,31
PB2,298,558,2
PB2,301,2138,12
PB2,309,2069,3
PB2,311,2174,5
PB2,315,2154,2
PB2,317,2077,5
PB2,317,2156,3430
PB2,318,422,2
PB2,331,1983,2
PB2,332,1931,2
PB2,332,1984,381
PB2,333,1490,2
PB2,333,1932,213
PB2,340,1939,2
PB2,341,2142,2
PB2,345,2117,7
PB2,348,2128,49
PB2,350,2075,62
PB2,356,851,2
PB2,357,1739,1
PB2,357,2260,47
PB2,357,445,1
PB2,360,2068,46
PB2,365,2084,4
PB2,365,394,1
PB2,368,2056,98
PB2,372,2183,20
PB2,373,875,3
PB2,377,2043,35
PB2,377,2059,8
PB2,378,2044,1
PB2,381,1366,1
PB2,381,2050,2
PB2,383,2055,6
PB2,385,941,1
PB2,386,1149,3
PB2,386,1565,2
PB2,386,2075,12
PB2,387,424,1
PB2,389,1999,2
PB2,389,2043,2
PB2,38,85,1
PB2,391,1154,4
PB2,391,2063,13
PB2,394,1049,1
PB2,395,1576,1
PB2,398,531,5
PB2,399,899,4
PB2,402,2029,35
PB2,402,2050,16
PB2,409,2053,3
PB2,411,825,2
PB2,413,2070,1
PB2,423,453,1
PB2,433,1999,5
PB2,435,1402,3
PB2,436,1405,1
PB2,443,1942,1
PB2,443,2023,5
PB2,448,1924,1028
PB2,449,1925,1
PB2,453,1951,48
PB2,454,1906,20
PB2,456,1905,1
PB2,461,1943,113
PB2,462,1944,1
PB2,468,1918,6
PB2,470,1932,3
PB2,476,2060,10
PB2,478,1357,1
PB2,486,533,189
PB2,487,534,1
PB2,493,2097,1
PB2,500,2019,2
PB2,500,531,4
PB2,501,1955,8
PB2,501,787,2
PB2,502,1470,2
PB2,504,1875,15
PB2,505,1892,1
PB2,505,751,2
PB2,520,648,1
PB2,525,1958,108
PB2,527,733,2
PB2,537,1782,1
PB2,539,629,4
PB2,539,665,3
PB2,548,1885,3
PB2,549,1887,1
PB2,550,1887,1106
PB2,551,1888,2
PB2,563,1918,36
PB2,575,2060,2
PB2,576,631,5
PB2,582,1856,3
PB2,582,1897,154
